,Start,Target,StartLatitude,TargetLatitude,StartLongitude,TargetLongitude,Distance
220,"Adelaide, Australia","Salvador, Brazil",-34.916666666666664,-12.933333333333334,138.6,-38.45,14699.187930428037
221,"Adelaide, Australia","Santiago, Chile",-34.916666666666664,-33.46666666666667,138.6,-70.75,11842.365475719953
222,"Adelaide, Australia","St. Petersburg, Russia",-34.916666666666664,59.93333333333333,138.6,30.3,14288.557008755884
223,"Adelaide, Australia","So Paulo, Brazil",-34.916666666666664,-23.516666666666666,138.6,-46.516666666666666,13514.486872532523
224,"Adelaide, Australia","Shanghai, China",-34.916666666666664,31.166666666666668,138.6,121.46666666666667,7531.809155694655
225,"Adelaide, Australia","Singapore, Singapore",-34.916666666666664,1.2333333333333334,138.6,103.91666666666667,5390.064110573832
226,"Adelaide, Australia","Sofia, Bulgaria",-34.916666666666664,42.666666666666664,138.6,23.333333333333332,14469.192068080356
227,"Adelaide, Australia","Stockholm, Sweden",-34.916666666666664,59.28333333333333,138.6,18.05,14979.824761903741
228,"Adelaide, Australia","Sydney, Australia",-34.916666666666664,-34.0,138.6,151.0,1143.1702331687118
229,"Adelaide, Australia","Tananarive, Madagascar",-34.916666666666664,-18.833333333333332,138.6,47.55,8929.54599778823
230,"Adelaide, Australia","Teheran, Iran",-34.916666666666664,35.75,138.6,51.75,11921.701261605822
231,"Adelaide, Australia","Tokyo, Japan",-34.916666666666664,35.666666666666664,138.6,139.75,7814.81841829738
232,"Adelaide, Australia","Tripoli, Libya",-34.916666666666664,32.95,138.6,13.2,15036.187551131754
233,"Adelaide, Australia","Venice, Italy",-34.916666666666664,45.43333333333333,138.6,12.333333333333334,15387.830469901117
234,"Adelaide, Australia","Veracruz, Mexico",-34.916666666666664,19.166666666666668,138.6,-96.16666666666667,14392.913474151524
235,"Adelaide, Australia","Vienna, Austria",-34.916666666666664,48.233333333333334,138.6,16.333333333333332,15107.633218423072
236,"Adelaide, Australia","Vladivostok, Russia",-34.916666666666664,43.166666666666664,138.6,132.0,8672.568511073852
237,"Adelaide, Australia","Warsaw, Poland",-34.916666666666664,52.233333333333334,138.6,21.0,14806.331336755715
238,"Adelaide, Australia","Wellington, New Zealand",-34.916666666666664,-41.28333333333333,138.6,174.78333333333333,3226.84269171977
239,"Adelaide, Australia","Zrich, Switzerland",-34.916666666666664,47.35,138.6,8.516666666666667,15689.313990518576
